token,label,token_length
",",O,1
but,O,3
also,O,4
serve,O,5
as,O,2
a,O,1
front,B,5
-,I,1
end,I,3
to,O,2
a,O,1
parser,O,6
well,O,4
.,O,1
Logical,B,7
negation,I,8
is,O,2
a,O,1
challenge,O,9
for,O,3
distributional,B,14
semantics,I,9
",",O,1
because,O,7
predicates,B,10
and,O,3
their,O,5
negations,B,9
tend,O,4
to,O,2
occur,O,5
in,O,2
very,O,4
similar,O,7
contexts,O,8
",",O,1
and,O,3
consequently,O,12
their,O,5
distributional,B,14
vectors,I,7
are,O,3
very,O,4
similar,O,7
.,O,1
Indeed,O,6
",",O,1
it,O,2
is,O,2
not,O,3
even,O,4
clear,O,5
what,O,4
properties,O,10
a,O,1
â,B,3
negated,I,7
â,I,3
distributional,I,14
vector,I,6
should,O,6
possess,O,7
.,O,1
However,O,7
",",O,1
when,O,4
linguistic,B,10
negation,I,8
is,O,2
considered,O,10
in,O,2
its,O,3
actual,O,6
discourse,B,9
usage,I,5
",",O,1
it,O,2
often,O,5
performs,O,8
a,O,1
role,O,4
that,O,4
is,O,2
quite,O,5
different,O,9
from,O,4
straightforward,O,15
logical,B,7
negation,I,8
.,O,1
If,O,2
someone,O,7
states,O,6
",",O,1
in,O,2
the,O,3
middle,O,6
of,O,2
a,O,1
conversation,O,12
",",O,1
that,O,4
â,O,3
This,O,4
is,O,2
not,O,3
a,O,1
dog,O,3
",",O,1
â,O,3
the,O,3
negation,B,8
strongly,O,8
suggests,O,8
a,O,1
restricted,O,10
set,O,3
of,O,2
alternative,O,11
predicates,O,10
that,O,4
might,O,5
hold,O,4
true,O,4
of,O,2
the,O,3
object,O,6
being,O,5
talked,O,6
about,O,5
.,O,1
In,O,2
particular,O,10
",",O,1
other,O,5
canids,O,6
and,O,3
middle,O,6
-,O,1
sized,O,5
mammals,O,7
are,O,3
plausible,O,9
alternatives,O,12
",",O,1
birds,O,5
are,O,3
less,O,4
likely,O,6
",",O,1
skyscrapers,O,11
and,O,3
other,O,5
large,O,5
buildings,O,9
virtually,O,9
impossible,O,10
.,O,1
Conversational,B,14
negation,I,8
acts,O,4
like,O,4
a,O,1
graded,B,6
similarity,I,10
function,I,8
",",O,1
of,O,2
the,O,3
sort,O,4
that,O,4
distributional,B,14
semantics,I,9
might,O,5
be,O,2
good,O,4
at,O,2
capturing,O,9
.,O,1
In,O,2
this,O,4
article,O,7
",",O,1
we,O,2
introduce,O,9
a,O,1
large,O,5
data,O,4
set,O,3
of,O,2
alternative,O,11
plausibility,B,12
ratings,I,7
for,O,3
conversationally,B,16
negated,I,7
nominal,I,7
predicates,I,10
",",O,1
and,O,3
we,O,2
show,O,4
that,O,4
simple,O,6
similarity,O,10
in,O,2
distributional,B,14
semantic,I,8
space,I,5
provides,O,8
an,O,2
excellent,O,9
fit,O,3
to,O,2
subject,B,7
data,I,4
.,O,1
On,O,2
the,O,3
one,O,3
hand,O,4
",",O,1
this,O,4
fills,O,5
a,O,1
gap,O,3
in,O,2
the,O,3
literature,O,10
on,O,2
conversational,B,14
negation,I,8
",",O,1
proposing,O,9
distributional,B,14
semantics,I,9
as,O,2
the,O,3
right,O,5
tool,O,4
to,O,2
make,O,4
explicit,B,8
predictions,I,11
about,O,5
potential,O,9
alternatives,O,12
of,O,2
negated,B,7
predicates,I,10
.,O,1
On,O,2
the,O,3
other,O,5
hand,O,4
",",O,1
the,O,3
results,O,7
suggest,O,7
that,O,4
negation,B,8
",",O,1
when,O,4
addressed,O,9
from,O,4
a,O,1
broader,O,7
pragmatic,O,9
perspective,O,11
",",O,1
far,O,3
from,O,4
being,O,5
a,O,1
nuisance,O,8
",",O,1
is,O,2
an,O,2
ideal,O,5
application,O,11
domain,O,6
for,O,3
distributional,B,14
semantic,I,8
methods,I,7
.,O,1
This,O,4
article,O,7
introduces,O,10
RELPRON,B,7
",",O,1
a,O,1
large,O,5
data,O,4
set,O,3
of,O,2
subject,B,7
and,I,3
object,I,6
relative,I,8
clauses,I,7
",",O,1
for,O,3
the,O,3
evaluation,O,10
of,O,2
methods,O,7
in,O,2
compositional,B,13
distributional,I,14
semantics,I,9
.,O,1
RELPRON,B,7
targets,O,7
an,O,2
intermediate,O,12
level,O,5
of,O,2
grammatical,B,11
complexity,I,10
between,O,7
content,B,7
-,I,1
word,I,4
pairs,I,5
and,O,3
full,B,4
sentences,I,9
.,O,1
The,O,3
task,O,4
involves,O,8
matching,O,8
terms,O,5
",",O,1
such,O,4
as,O,2
â,O,3
wisdom,O,6
",",O,1
â,O,3
with,O,4
representative,B,14
properties,I,10
",",O,1
such,O,4
as,O,2
â,O,3
quality,O,7
that,O,4
experience,O,10
teaches,O,7
.,O,1
â,O,3
A,O,1
unique,O,6
feature,O,7
of,O,2
RELPRON,B,7
is,O,2
that,O,4
it,O,2
is,O,2
built,O,5
from,O,4
attested,B,8
properties,I,10
",",O,1
but,O,3
without,O,7
the,O,3
need,O,4
for,O,3
them,O,4
to,O,2
appear,O,6
in,O,2
relative,B,8
clause,I,6
format,I,6
in,O,2
the,O,3
source,B,6
corpus,I,6
.,O,1
The,O,3
article,O,7
also,O,4
presents,O,8
some,O,4
initial,O,7
experiments,O,11
on,O,2
RELPRON,B,7
",",O,1
using,O,5
a,O,1
variety,O,7
of,O,2
composition,B,11
methods,I,7
including,O,9
simple,B,6
baselines,I,9
",",O,1
arithmetic,B,10
operators,I,9
on,O,2
vectors,O,7
",",O,1
and,O,3
finally,O,7
",",O,1
more,O,4
complex,O,7
methods,O,7
in,O,2
which,O,5
argument,O,8
-,O,1
taking,O,6
words,O,5
are,O,3
represented,O,11
as,O,2
tensors,B,7
.,O,1
The,O,3
latter,O,6
methods,O,7
are,O,3
based,O,5
on,O,2
the,O,3
Categorial,B,10
framework,I,9
",",O,1
which,O,5
is,O,2
described,O,9
in,O,2
detail,O,6
.,O,1
The,O,3
results,O,7
show,O,4
that,O,4
vector,B,6
addition,I,8
is,O,2
difficult,O,9
to,O,2
beat,O,4
â,O,3
in,O,2
line,O,4
with,O,4
the,O,3
existing,O,8
literature,O,10
â,O,3
but,O,3
that,O,4
an,O,2
implementation,O,14
of,O,2
the,O,3
Categorial,B,10
framework,I,9
based,O,5
on,O,2
the,O,3
Practical,B,9
Lexical,I,7
Function,I,8
model,I,5
is,O,2
able,O,4
to,O,2
match,O,5
the,O,3
performance,O,11
of,O,2
vector,B,6
addition,I,8
.,O,1
The,O,3
article,O,7
finishes,O,8
with,O,4
an,O,2
in,O,2
-,O,1
depth,O,5
analysis,O,8
of,O,2
RELPRON,B,7
",",O,1
showing,O,7
how,O,3
results,O,7
vary,O,4
across,O,6
subject,B,7
and,I,3
object,I,6
relative,I,8
clauses,I,7
",",O,1
across,O,6
different,O,9
head,B,4
nouns,I,5
",",O,1
and,O,3
how,O,3
the,O,3
methods,O,7
perform,O,7
on,O,2
the,O,3
subtasks,O,8
necessary,O,9
for,O,3
capturing,O,9
relative,B,8
clause,I,6
semantics,I,9
",",O,1
as,O,2
well,O,4
as,O,2
providing,O,9
a,O,1
qualitative,B,11
analysis,I,8
highlighting,O,12
some,O,4
of,O,2
the,O,3
more,O,4
common,O,6
errors,O,6
.,O,1
Our,O,3
hope,O,4
is,O,2
that,O,4
the,O,3
competitive,O,11
results,O,7
presented,O,9
here,O,4
",",O,1
in,O,2
which,O,5
the,O,3
best,O,4
systems,O,7
are,O,3
on,O,2
average,O,7
ranking,O,7
one,O,3
out,O,3
of,O,2
every,O,5
two,O,3
properties,O,10
correctly,O,9
for,O,3
a,O,1
given,O,5
term,O,4
",",O,1
will,O,4
inspire,O,7
new,O,3
approaches,O,10
to,O,2
the,O,3
RELPRON,B,7
ranking,I,7
task,I,4
and,O,3
other,O,5
tasks,O,5
based,O,5
on,O,2
linguistically,B,14
interesting,O,11
constructions,O,13
.,O,1
The,O,3
goal,O,4
of,O,2
argumentation,B,13
mining,I,6
",",O,1
an,O,2
evolving,O,8
research,O,8
field,O,5
in,O,2
computational,B,13
linguistics,I,11
",",O,1
is,O,2
to,O,2
design,O,6
methods,O,7
capable,O,7
of,O,2
analyzing,O,9
people,O,6
's,O,2
argumentation,B,13
.,O,1
In,O,2
this,O,4
article,O,7
",",O,1
we,O,2
go,O,2
beyond,O,6
the,O,3
state,B,5
of,I,2
the,I,3
art,I,3
in,O,2
several,O,7
ways,O,4
.,O,1
(,O,1
i,O,1
),O,1
We,O,2
deal,O,4
with,O,4
actual,O,6
Web,B,3
data,I,4
and,O,3
take,O,4
up,O,2
the,O,3
challenges,O,10
given,O,5
by,O,2
the,O,3
variety,O,7
of,O,2
registers,O,9
",",O,1
multiple,O,8
domains,O,7
",",O,1
and,O,3
unrestricted,O,12
noisy,O,5
user,O,4
-,O,1
generated,B,9
Web,I,3
discourse,I,9
.,O,1
(,O,1
ii,O,2
),O,1
We,O,2
bridge,O,6
the,O,3
gap,O,3
between,O,7
normative,B,9
argumentation,I,13
theories,O,8
and,O,3
argumentation,B,13
phenomena,O,9
encountered,O,11
in,O,2
actual,O,6
data,B,4
by,O,2
adapting,B,8
an,I,2
argumentation,I,13
model,I,5
tested,O,6
in,O,2
an,O,2
extensive,O,9
annotation,B,10
study,O,5
.,O,1
(,O,1
iii,O,3
),O,1
We,O,2
create,O,6
a,O,1
new,O,3
gold,B,4
standard,I,8
corpus,I,6
(,O,1
90k,O,3
tokens,B,6
in,O,2
340,O,3
documents,B,9
),O,1
and,O,3
experiment,O,10
with,O,4
several,O,7
machine,B,7
learning,I,8
methods,I,7
to,O,2
identify,B,8
argument,I,8
components,I,10
.,O,1
We,O,2
offer,O,5
the,O,3
data,B,4
",",O,1
source,B,6
codes,O,5
",",O,1
and,O,3
annotation,B,10
guidelines,I,10
to,O,2
the,O,3
community,O,9
under,O,5
free,O,4
licenses,O,8
.,O,1
Our,O,3
findings,O,8
show,O,4
that,O,4
argumentation,B,13
mining,I,6
in,O,2
user,B,4
-,I,1
generated,I,9
Web,I,3
discourse,I,9
is,O,2
a,O,1
feasible,O,8
but,O,3
challenging,O,11
task,O,4
.,O,1
Hashtags,B,8
are,O,3
creative,O,8
labels,B,6
used,O,4
in,O,2
micro,B,5
-,I,1
blogs,I,5
to,O,2
characterize,B,12
the,I,3
topic,I,5
of,O,2
a,O,1
message,O,7
/,O,1
discussion,O,10
.,O,1
Regardless,O,10
of,O,2
the,O,3
use,O,3
for,O,3
which,O,5
they,O,4
were,O,4
originally,O,10
intended,O,8
",",O,1
hashtags,B,8
can,O,3
not,O,3
be,O,2
used,O,4
as,O,2
a,O,1
means,O,5
to,O,2
cluster,B,7
messages,I,8
with,O,4
similar,B,7
content,I,7
.,O,1
First,O,5
",",O,1
because,O,7
hashtags,B,8
are,O,3
created,O,7
in,O,2
a,O,1
spontaneous,O,11
and,O,3
highly,O,6
dynamic,O,7
way,O,3
by,O,2
users,O,5
in,O,2
multiple,B,8
languages,I,9
",",O,1
the,O,3
same,O,4
topic,B,5
can,O,3
be,O,2
associated,O,10
with,O,4
different,O,9
hashtags,B,8
",",O,1
and,O,3
conversely,O,10
",",O,1
the,O,3
same,O,4
hashtag,B,7
may,O,3
refer,O,5
to,O,2
different,B,9
topics,I,6
in,O,2
different,O,9
time,O,4
periods,O,7
.,O,1
Second,O,6
",",O,1
contrary,O,8
to,O,2
common,B,6
words,I,5
",",O,1
hashtag,B,7
disambiguation,I,14
is,O,2
complicated,O,11
by,O,2
the,O,3
fact,O,4
that,O,4
no,O,2
sense,B,5
catalogs,I,8
(,O,1
e.g.,O,4
",",O,1
Wikipedia,B,9
or,O,2
WordNet,B,7
),O,1
are,O,3
available,O,9
;,O,1
and,O,3
",",O,1
furthermore,O,11
",",O,1
hashtag,B,7
labels,I,6
are,O,3
difficult,O,9
to,O,2
analyze,O,7
",",O,1
as,O,2
they,O,4
often,O,5
consist,O,7
of,O,2
acronyms,B,8
",",O,1
concatenated,B,12
words,I,5
",",O,1
and,O,3
so,O,2
forth,O,5
.,O,1
A,O,1
common,O,6
way,O,3
to,O,2
determine,O,9
the,O,3
meaning,O,7
of,O,2
hashtags,B,8
has,O,3
been,O,4
to,O,2
analyze,B,7
their,I,5
context,I,7
",",O,1
but,O,3
",",O,1
as,O,2
we,O,2
have,O,4
just,O,4
pointed,O,7
out,O,3
",",O,1
hashtags,B,8
can,O,3
have,O,4
multiple,B,8
and,I,3
variable,I,8
meanings,I,8
.,O,1
In,O,2
this,O,4
article,O,7
",",O,1
we,O,2
propose,O,7
a,O,1
temporal,B,8
sense,I,5
clustering,I,10
algorithm,I,9
based,O,5
on,O,2
the,O,3
idea,O,4
that,O,4
semantically,B,12
related,O,7
hashtags,B,8
have,O,4
similar,B,7
and,I,3
synchronous,I,11
usage,I,5
patterns,I,8
.,O,1
Highly,O,6
frequent,O,8
in,O,2
language,B,8
and,O,3
communication,B,13
",",O,1
metaphor,B,8
represents,O,10
a,O,1
significant,O,11
challenge,O,9
for,O,3
Natural,B,7
Language,I,8
Processing,I,10
(,O,1
NLP,B,3
),O,1
applications,I,12
.,O,1
Computational,B,13
work,I,4
on,I,2
metaphor,I,8
has,O,3
traditionally,O,13
evolved,O,7
around,O,6
the,O,3
use,O,3
of,O,2
hand,O,4
-,O,1
coded,O,5
knowledge,O,9
",",O,1
making,O,6
the,O,3
systems,O,7
hard,O,4
to,O,2
scale,O,5
.,O,1
Recent,O,6
years,O,5
have,O,4
witnessed,O,9
a,O,1
rise,O,4
in,O,2
statistical,B,11
approaches,I,10
to,O,2
metaphor,B,8
processing,I,10
.,O,1
However,O,7
",",O,1
these,O,5
approaches,O,10
often,O,5
require,O,7
extensive,B,9
human,I,5
annotation,I,10
effort,O,6
and,O,3
are,O,3
predominantly,O,13
evaluated,O,9
within,O,6
a,O,1
limited,O,7
domain,O,6
.,O,1
In,O,2
contrast,O,8
",",O,1
we,O,2
experiment,O,10
with,O,4
weakly,O,6
supervised,B,10
and,O,3
unsupervised,B,12
techniques,I,10
â,O,3
with,O,4
little,O,6
or,O,2
no,O,2
annotation,B,10
â,O,3
to,O,2
generalize,O,10
higher,O,6
-,O,1
level,O,5
mechanisms,O,10
of,O,2
metaphor,B,8
from,O,4
distributional,B,14
properties,I,10
of,I,2
concepts,I,8
.,O,1
We,O,2
investigate,O,11
different,O,9
levels,O,6
and,O,3
types,O,5
of,O,2
supervision,B,11
(,O,1
learning,B,8
from,O,4
linguistic,B,10
examples,O,8
vs.,O,3
learning,B,8
from,O,4
a,O,1
given,O,5
set,O,3
of,O,2
metaphorical,B,12
mappings,I,8
vs.,O,3
learning,B,8
without,I,7
annotation,I,10
),O,1
in,O,2
flat,O,4
and,O,3
hierarchical,O,12
",",O,1
unconstrained,O,13
and,O,3
constrained,O,11
clustering,B,10
settings,I,8
.,O,1
Our,O,3
aim,O,3
is,O,2
to,O,2
identify,O,8
the,O,3
optimal,O,7
type,B,4
of,I,2
supervision,I,11
for,O,3
a,O,1
learning,B,8
algorithm,I,9
that,O,4
discovers,B,9
patterns,I,8
of,O,2
metaphorical,B,12
association,I,11
from,B,4
text,I,4
.,O,1
In,O,2
order,O,5
to,O,2
investigate,O,11
the,O,3
scalability,B,11
and,O,3
adaptability,B,12
of,O,2
our,O,3
models,B,6
",",O,1
we,O,2
applied,O,7
them,O,4
to,O,2
data,B,4
in,I,2
three,I,5
languages,I,9
from,O,4
different,B,9
language,I,8
groups,I,6
â,O,3
English,B,7
",",O,1
Spanish,B,7
",",O,1
and,O,3
Russian,B,7
â,O,3
achieving,O,9
state,B,5
-,I,1
of,I,2
-,I,1
the,I,3
-,I,1
art,I,3
results,O,7
with,O,4
little,B,6
supervision,I,11
.,O,1
Finally,O,7
",",O,1
we,O,2
demonstrate,O,11
that,O,4
statistical,B,11
methods,I,7
an,O,2
facilitate,O,10
and,O,3
scale,B,5
up,I,2
cross,B,5
-,I,1
linguistic,I,10
research,O,8
on,O,2
metaphor,B,8
.,O,1
In,O,2
this,O,4
article,O,7
",",O,1
we,O,2
explore,O,7
the,O,3
potential,O,9
of,O,2
using,O,5
sentence,B,8
-,I,1
level,I,5
discourse,I,9
structure,I,9
for,O,3
machine,B,7
translation,I,11
evaluation,I,10
.,O,1
We,O,2
first,O,5
design,O,6
discourse,B,9
-,I,1
aware,I,5
similarity,B,10
measures,I,8
",",O,1
which,O,5
use,O,3
all,B,3
-,I,1
subtree,I,7
kernels,I,7
to,O,2
compare,O,7
discourse,B,9
parse,I,5
trees,I,5
in,O,2
accordance,O,10
with,O,4
the,O,3
Rhetorical,B,10
Structure,I,9
Theory,I,6
(,O,1
RST,I,3
),O,1
.,O,1
Then,O,4
",",O,1
we,O,2
show,O,4
that,O,4
a,O,1
simple,O,6
linear,B,6
combination,I,11
with,O,4
these,O,5
measures,O,8
can,O,3
help,O,4
improve,O,7
various,O,7
existing,O,8
machine,B,7
translation,I,11
evaluation,I,10
metrics,I,7
regarding,O,9
correlation,B,11
with,I,4
human,I,5
judgments,I,9
both,O,4
at,O,2
the,O,3
segment,B,7
level,I,5
and,O,3
at,O,2
the,O,3
system,B,6
level,I,5
.,O,1
This,O,4
suggests,O,8
that,O,4
discourse,B,9
information,I,11
is,O,2
complementary,O,13
to,O,2
the,O,3
information,O,11
used,O,4
by,O,2
many,O,4
of,O,2
the,O,3
existing,O,8
evaluation,B,10
metrics,I,7
",",O,1
and,O,3
thus,O,4
it,O,2
could,O,5
be,O,2
taken,O,5
into,O,4
account,O,7
when,O,4
developing,O,10
richer,O,6
evaluation,B,10
metrics,I,7
",",O,1
such,O,4
as,O,2
the,O,3
WMT-14,B,6
winning,O,7
combined,O,8
metric,B,6
DiscoTKparty,B,12
.,O,1
We,O,2
also,O,4
provide,O,7
a,O,1
detailed,O,8
analysis,O,8
of,O,2
the,O,3
relevance,O,9
of,O,2
various,O,7
discourse,B,9
elements,I,8
and,O,3
relations,O,9
from,O,4
the,O,3
RST,B,3
parse,I,5
trees,I,5
for,O,3
machine,B,7
translation,I,11
evaluation,I,10
.,O,1
In,O,2
particular,O,10
",",O,1
we,O,2
show,O,4
that,O,4
(,O,1
i,O,1
),O,1
all,O,3
aspects,O,7
of,O,2
the,O,3
RST,B,3
tree,I,4
are,O,3
relevant,O,8
",",O,1
(,O,1
ii,O,2
),O,1
nuclearity,B,10
is,O,2
more,O,4
useful,O,6
than,O,4
relation,B,8
type,I,4
",",O,1
and,O,3
(,O,1
iii,O,3
),O,1
the,O,3
similarity,B,10
of,O,2
the,O,3
translation,B,11
RST,B,3
tree,I,4
to,O,2
the,O,3
reference,O,9
RST,B,3
tree,I,4
is,O,2
positively,B,10
correlated,I,10
with,O,4
translation,B,11
quality,I,7
.,O,1
This,O,4
article,O,7
considers,O,9
the,O,3
problem,O,7
of,O,2
correcting,B,10
errors,I,6
made,O,4
by,O,2
English,B,7
as,O,2
a,O,1
Second,B,6
Language,I,8
writers,O,7
from,O,4
a,O,1
machine,B,7
learning,I,8
perspective,I,11
",",O,1
and,O,3
addresses,O,9
an,O,2
important,O,9
issue,O,5
of,O,2
developing,O,10
an,O,2
appropriate,O,11
training,B,8
paradigm,I,8
for,O,3
the,O,3
task,O,4
",",O,1
one,O,3
that,O,4
accounts,O,8
for,O,3
error,B,5
patterns,I,8
of,O,2
non,O,3
-,O,1
native,O,6
writers,O,7
using,O,5
minimal,B,7
supervision,I,11
.,O,1
Existing,O,8
training,B,8
approaches,I,10
present,O,7
a,O,1
trade,O,5
-,O,1
off,O,3
between,O,7
large,B,5
amounts,I,7
of,I,2
cheap,I,5
data,I,4
offered,O,7
by,O,2
the,O,3
native,B,6
-,I,1
trained,I,7
models,I,6
and,O,3
additional,O,10
knowledge,B,9
of,I,2
learner,I,7
error,I,5
patterns,I,8
provided,O,8
by,O,2
the,O,3
more,O,4
expensive,O,9
method,B,6
of,I,2
training,I,8
on,O,2
annotated,B,9
learner,O,7
data,B,4
.,O,1
We,O,2
propose,O,7
a,O,1
novel,O,5
training,B,8
approach,I,8
that,O,4
draws,O,5
on,O,2
the,O,3
strengths,O,9
offered,O,7
by,O,2
the,O,3
two,O,3
standard,O,8
training,B,8
paradigms,I,9
â,O,3
of,O,2
training,B,8
either,O,6
on,O,2
native,O,6
or,O,2
on,O,2
annotated,B,9
learner,I,7
data,I,4
â,O,3
and,O,3
that,O,4
outperforms,B,11
both,O,4
of,O,2
these,O,5
standard,B,8
methods,I,7
.,O,1
Using,O,5
the,O,3
key,O,3
observation,O,11
that,O,4
parameters,B,10
relating,O,8
to,O,2
error,O,5
regularities,O,12
exhibited,O,9
by,O,2
non,O,3
-,O,1
native,O,6
writers,O,7
are,O,3
relatively,O,10
simple,O,6
",",O,1
we,O,2
develop,O,7
models,B,6
that,O,4
can,O,3
incorporate,O,11
knowledge,B,9
about,O,5
error,O,5
regularities,O,12
based,O,5
on,O,2
a,O,1
small,O,5
annotated,B,9
sample,O,6
but,O,3
that,O,4
are,O,3
otherwise,O,9
trained,B,7
on,O,2
native,B,6
English,I,7
data,I,4
.,O,1
The,O,3
key,O,3
contribution,O,12
of,O,2
this,O,4
article,O,7
is,O,2
the,O,3
introduction,O,12
and,O,3
analysis,O,8
of,O,2
two,O,3
methods,B,7
for,O,3
adapting,O,8
the,O,3
learned,B,7
models,I,6
to,O,2
error,O,5
patterns,O,8
of,O,2
non,O,3
-,O,1
native,O,6
writers,O,7
;,O,1
one,O,3
method,B,6
that,O,4
applies,O,7
to,O,2
generative,B,10
classifiers,I,11
and,O,3
a,O,1
second,O,6
that,O,4
applies,O,7
to,O,2
discriminative,B,14
classifiers,I,11
.,O,1
Both,O,4
methods,B,7
demonstrated,O,12
state,B,5
-,I,1
of,I,2
-,I,1
the,I,3
-,I,1
art,I,3
performance,I,11
in,O,2
several,O,7
text,B,4
correction,I,10
competitions,O,12
.,O,1
In,O,2
particular,O,10
",",O,1
the,O,3
Illinois,B,8
system,I,6
that,O,4
implements,O,10
these,O,5
methods,B,7
ranked,O,6
at,O,2
the,O,3
top,O,3
in,O,2
two,O,3
recent,O,6
CoNLL,B,5
shared,O,6
tasks,O,5
on,O,2
error,I,5
correction,I,10
We,O,2
conduct,O,7
further,O,7
evaluation,B,10
of,O,2
the,O,3
proposed,O,8
approaches,B,10
studying,O,8
the,O,3
effect,O,6
of,O,2
using,O,5
error,B,5
data,I,4
from,O,4
speakers,B,8
of,O,2
the,O,3
same,O,4
native,B,6
language,I,8
",",O,1
languages,B,9
that,O,4
are,O,3
closely,O,7
related,O,7
linguistically,B,14
",",O,1
and,O,3
unrelated,B,9
languages,I,9
.,O,1
We,O,2
present,O,7
novel,O,5
methods,B,7
for,O,3
analyzing,B,9
the,I,3
activation,I,10
patterns,I,8
of,O,2
recurrent,B,9
neural,I,6
networks,I,8
from,O,4
a,O,1
linguistic,B,10
point,I,5
of,I,2
view,I,4
and,O,3
explore,O,7
the,O,3
types,B,5
of,I,2
linguistic,I,10
structure,I,9
they,O,4
learn,O,5
.,O,1
As,O,2
a,O,1
case,O,4
study,O,5
",",O,1
we,O,2
use,O,3
a,O,1
standard,B,8
standalone,I,10
language,I,8
model,I,5
",",O,1
and,O,3
a,O,1
multi,B,5
-,I,1
task,I,4
gated,I,5
recurrent,I,9
network,I,7
architecture,I,12
consisting,O,10
of,O,2
two,O,3
parallel,O,8
pathways,O,8
with,O,4
shared,O,6
word,B,4
embeddings,I,10
:,O,1
The,O,3
Visual,B,6
pathway,I,7
is,O,2
trained,B,7
on,O,2
predicting,B,10
the,I,3
representations,I,15
of,O,2
the,O,3
visual,O,6
scene,O,5
corresponding,O,13
to,O,2
an,O,2
input,B,5
sentence,I,8
",",O,1
and,O,3
the,O,3
Textual,B,7
pathway,I,7
is,O,2
trained,B,7
to,O,2
predict,B,7
the,I,3
next,I,4
word,I,4
in,O,2
the,O,3
same,O,4
sentence,B,8
.,O,1
We,O,2
propose,O,7
a,O,1
method,B,6
for,O,3
estimating,O,10
the,O,3
amount,O,6
of,O,2
contribution,O,12
of,O,2
individual,O,10
tokens,B,6
in,O,2
the,O,3
input,B,5
to,O,2
the,O,3
final,B,5
prediction,I,10
of,O,2
the,O,3
networks,B,8
.,O,1
Using,O,5
this,O,4
method,B,6
",",O,1
we,O,2
show,O,4
that,O,4
the,O,3
Visual,B,6
pathway,I,7
pays,O,4
selective,O,9
attention,O,9
to,O,2
lexical,B,7
categories,I,10
and,O,3
grammatical,B,11
functions,I,9
that,O,4
carry,B,5
semantic,I,8
information,I,11
",",O,1
and,O,3
learns,B,6
to,O,2
treat,O,5
word,B,4
types,O,5
differently,O,11
depending,O,9
on,O,2
their,O,5
grammatical,B,11
function,I,8
and,O,3
their,O,5
position,B,8
in,I,2
the,I,3
sequential,I,10
structure,I,9
of,O,2
the,O,3
sentence,O,8
.,O,1
In,O,2
contrast,O,8
",",O,1
the,O,3
language,B,8
models,I,6
are,O,3
comparatively,O,13
more,O,4
sensitive,O,9
to,O,2
words,B,5
with,I,4
a,I,1
syntactic,I,9
function,I,8
.,O,1
Further,O,7
analysis,O,8
of,O,2
the,O,3
most,O,4
informative,O,11
n,B,1
-,I,1
gram,I,4
contexts,I,8
for,O,3
each,O,4
model,B,5
shows,O,5
that,O,4
in,O,2
comparison,O,10
with,O,4
the,O,3
VISUAL,B,6
pathway,I,7
",",O,1
the,O,3
language,B,8
models,I,6
react,O,5
more,O,4
strongly,O,8
to,O,2
abstract,O,8
contexts,B,8
that,O,4
represent,B,9
syntactic,I,9
constructions,I,13
.,O,1
We,O,2
introduce,O,9
HyperLex,B,8
â,O,3
a,O,1
data,B,4
set,I,3
and,O,3
evaluation,B,10
resource,I,8
that,O,4
quantifies,O,10
the,O,3
extent,O,6
of,O,2
the,O,3
semantic,B,8
category,I,8
membership,I,10
",",O,1
that,O,4
is,O,2
",",O,1
type,O,4
-,O,1
of,O,2
relation,O,8
",",O,1
also,O,4
known,O,5
as,O,2
hyponymy,B,8
â,O,3
hypernymy,B,9
or,O,2
lexical,B,7
entailment,I,10
(,O,1
LE,B,2
),O,1
relation,O,8
between,O,7
"2,616",O,5
concept,B,7
pairs,I,5
.,O,1
Cognitive,B,9
psychology,I,10
research,O,8
has,O,3
established,O,11
that,O,4
typicality,O,10
and,O,3
category,B,8
/,I,1
class,I,5
membership,I,10
are,O,3
computed,O,8
in,O,2
human,B,5
semantic,I,8
memory,I,6
as,O,2
a,O,1
gradual,B,7
rather,O,6
than,O,4
binary,B,6
relation,I,8
.,O,1
Nevertheless,O,12
",",O,1
most,O,4
NLP,B,3
research,O,8
and,O,3
existing,O,8
large,B,5
-,I,1
scale,I,5
inventories,I,11
of,O,2
concept,B,7
category,I,8
membership,I,10
(,O,1
WordNet,B,7
",",O,1
DBPedia,B,7
",",O,1
etc,O,3
.,O,1
),O,1
treat,O,5
category,B,8
membership,I,10
and,O,3
LE,B,2
as,O,2
binary,B,6
.,O,1
To,O,2
address,O,7
this,O,4
",",O,1
we,O,2
asked,O,5
hundreds,O,8
of,O,2
native,B,6
English,I,7
speakers,I,8
to,O,2
indicate,O,8
typicality,O,10
and,O,3
strength,O,8
of,O,2
category,B,8
membership,I,10
between,O,7
a,O,1
diverse,O,7
range,O,5
of,O,2
concept,B,7
pairs,I,5
on,O,2
a,O,1
crowdsourcing,O,13
platform,O,8
.,O,1
Our,O,3
results,O,7
confirm,O,7
that,O,4
category,B,8
membership,I,10
and,O,3
LE,B,2
are,O,3
indeed,O,6
more,O,4
gradual,B,7
than,O,4
binary,B,6
.,O,1
We,O,2
then,O,4
compare,O,7
these,O,5
human,B,5
judgments,I,9
with,O,4
the,O,3
predictions,B,11
of,O,2
automatic,O,9
systems,O,7
",",O,1
which,O,5
reveals,O,7
a,O,1
huge,O,4
gap,O,3
between,O,7
human,B,5
performance,I,11
and,O,3
state,B,5
-,I,1
of,I,2
-,I,1
the,I,3
-,I,1
